Transcript_ID	Gene_ID	Biotype	Translated_sample_number	Transcribed_sample_number	Translated_samples	Transcribed_samples
ENST00000557691.1	ENSG00000259153.1	lincRNA	6	4	SRR1562540,SRR403889,SRR3208865,SRR3208885,SRR3208897,SRR3208898	SRR1562542,SRR1562543,SRR1042900,SRR1758379
ENST00000372003.5	ENSG00000117472.9	protein_coding	12	3	SRR403883,SRR403889,SRR970587,SRR1976445,SRR1976446,SRR1976447,SRR627625,SRR3130940,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562542,SRR935448,SRR627621
ENST00000502253.1	ENSG00000250320.5	antisense	6	3	SRR970490,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976444	SRR1551155,SRR1042900,SRR1507056
ENST00000265012.4	ENSG00000111846.15	protein_coding	5	1	SRR1562542,SRR3208864,SRR3208865,SRR3208885,SRR3208897	SRR1562543
ENST00000496783.1	ENSG00000160179.18	retained_intron	3	1	SRR970538,SRR970561,SRR970565	SRR3130941
ENST00000286639.6	ENSG00000156127.6	protein_coding	5	2	SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190	SRR1562542,SRR1562543
ENST00000525219.6	ENSG00000134470.19	protein_coding	22	2	SRR1803188,SRR1551155,GSE48933,SRR1573939,SRX870804,SRX870805,SRR403889,SRR970538,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR3130940,SRR1758378,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562541,SRR3208898
ENST00000567368.1	ENSG00000177455.11	retained_intron	4	1	SRR1803151,SRR1803186,SRR1803188,SRR1803190	SRR1562540
ENST00000471903.6	ENSG00000188610.12	protein_coding	3	3	SRR970565,SRR3680967,SRR3680969	SRR627620,SRR627621,SRR627625
ENST00000395763.7	ENSG00000139160.13	protein_coding	7	1	SRR1976445,SRR3208864,SRR3208865,SRR3208870,SRR3208885,SRR3208897,SRR3208898	SRR627621
ENST00000561611.2	ENSG00000261008.6	lincRNA	1	1	SRR970588	SRR1042900
ENST00000452647.2	ENSG00000228439.4	antisense	16	1	SRX870805,SRR970561,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976447,SRR1976448,SRR3130941,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208897,SRR3208898,SRR3680968	SRR1562543
ENST00000467085.1	ENSG00000107295.9	processed_transcript	4	1	SRR810100,SRR3208864,SRR3208865,SRR3680968	GSE48933
ENST00000477178.1	ENSG00000144857.14	processed_transcript	1	1	SRR3208870	SRR1803190
ENST00000512729.5	ENSG00000179046.8	protein_coding	15	4	SRR1551155,SRR935448,SRR970565,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR810100,SRR3130940,SRR3130941,SRR3680966,SRR3680969	SRR1562539,SRR1562541,SRR1562542,SRR627620
ENST00000442777.2	ENSG00000223652.2	antisense	1	8	SRR970565	SRR1562539,SRR1562542,SRR1042900,SRR1976444,SRR1976447,SRR810100,SRR3208871,SRR3680967
ENST00000436334.1	ENSG00000177788.5	lincRNA	2	4	SRR970565,SRR970588	SRR1562539,SRR1562543,SRR627620,SRR627625
ENST00000586222.1	ENSG00000168675.18	protein_coding	1	1	SRR3208870	SRR1976443
ENST00000575369.5	ENSG00000132530.16	nonsense_mediated_decay	8	1	SRR1803147,SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190,SRR1758378,SRR1758379	SRR1173905
ENST00000359195.3	ENSG00000105851.10	protein_coding	10	1	SRR1803147,SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190,SRR1562540,SRR1562542,GSE48933,SRR3130940	SRR1173905
ENST00000264005.9	ENSG00000213398.7	protein_coding	10	7	SRR1562540,SRR1562542,SRR1562543,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898	SRX474113,SRX870805,SRR403883,SRR627620,SRR627621,SRR627625,SRR3130941
ENST00000583535.5	ENSG00000109063.14	protein_coding	4	7	SRR1803151,SRR1803188,GSE48933,SRR1976443	SRR1562542,SRR931815,SRR403883,SRR1042900,SRR970538,SRR627625,SRR3680969
ENST00000607545.5	ENSG00000183666.16	processed_transcript	1	1	SRR970538	SRR1562539
ENST00000412609.5	ENSG00000226025.9	processed_transcript	2	1	SRR1803151,SRR931815	SRR1562539
ENST00000357640.8	ENSG00000162777.16	protein_coding	13	9	SRR1803147,SRR1803151,SRR1803186,SRR1803188,SRR1573939,SRR1976444,SRR1976446,SRR1976447,SRR1976448,SRR3130941,SRR3680966,SRR3680967,SRR3680969	SRR1562541,SRR1562543,GSE48933,SRX870804,SRX870805,SRR403889,SRR1042900,SRR627621,SRR1630831
ENST00000539192.1	ENSG00000065970.8	processed_transcript	1	1	SRR935449	SRR627621
ENST00000268130.11	ENSG00000140527.14	protein_coding	1	3	SRR3208865	SRR1562539,SRR1562542,SRR1042900
ENST00000425402.5	ENSG00000145832.12	protein_coding	1	1	SRR1562542	SRR970538
ENST00000389420.7	ENSG00000173157.16	protein_coding	1	1	SRX474113	SRR1042900
ENST00000293662.8	ENSG00000161835.10	protein_coding	15	3	SRR1803151,SRR1562539,SRR1562540,SRR1562541,SRR1562542,SRR970565,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898	SRR1173905,SRR970587,SRR3680969
ENST00000307340.7	ENSG00000042781.12	protein_coding	1	2	SRR3208898	SRR1562539,SRR1562542
ENST00000524757.5	ENSG00000166444.17	protein_coding	2	1	SRR1976445,SRR1976447	SRR627621
ENST00000490190.1	ENSG00000101680.13	retained_intron	5	3	SRR1551155,GSE48933,SRR970538,SRR3208870,SRR3680967	SRR1803151,SRR1562539,SRR935448
ENST00000280606.6	ENSG00000151006.7	protein_coding	2	1	SRR970588,SRR1976446	SRR1562543
ENST00000546695.5	ENSG00000076108.11	protein_coding	1	1	SRX870804	SRR627621
ENST00000393547.6	ENSG00000161692.17	protein_coding	20	1	SRX474113,SRR1803188,SRR935449,SRX870805,SRR403883,SRR403889,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976447,SRR1976448,SRR1630831,SRR3130940,SRR1758378,SRR1758379,SRR3680966,SRR3680968	SRR1562541
ENST00000575521.1	ENSG00000132510.10	processed_transcript	2	8	SRR970588,SRR1976443	SRX474113,SRR1562539,SRR1562541,SRR1562542,SRR931815,SRR1976448,SRR627621,SRR1758379
ENST00000309731.11	ENSG00000175318.11	protein_coding	2	5	SRR3680968,SRR3680969	SRR1173905,SRR1562539,SRR1562542,SRR1562543,SRR931815
ENST00000297450.7	ENSG00000154188.9	protein_coding	15	1	SRR1551155,SRR1562542,GSE48933,SRR970561,SRR970565,SRR627620,SRR627625,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898	SRR1173905
ENST00000473515.5	ENSG00000146285.13	retained_intron	1	1	SRR3208871	SRR1562539
ENST00000528876.1	ENSG00000255062.1	antisense	1	13	SRR970565	SRR1551165,SRR1562541,SRR1562542,SRR1562543,SRR935448,SRR935449,SRR931815,SRR1042900,SRR1910731,SRR627620,SRR627621,SRR627625,SRR3130940
ENST00000395827.5	ENSG00000170638.9	protein_coding	34	1	SRX474113,SRR1803147,SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190,SRR1562542,SRR935448,SRR935449,GSE48933,SRR1573939,SRR931815,SRX870805,SRR403883,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208870	SRR1562541
ENST00000586723.1	ENSG00000074657.13	retained_intron	1	2	SRR970565	SRR1803188,SRR627621
ENST00000504830.5	ENSG00000151388.10	protein_coding	27	1	SRR1803151,SRR1803188,SRR1803190,SRR1551155,GSE48933,SRR1573939,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627621,SRR627625,SRR810100,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1173905
ENST00000496695.1	ENSG00000101935.9	processed_transcript	10	2	SRX474113,SRR1803151,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976447,SRR3130940	SRR1562543,SRR3208886
ENST00000395713.6	ENSG00000104447.11	protein_coding	2	2	SRR970538,SRR970588	SRR1562539,SRR1507056
ENST00000370670.2	ENSG00000203943.8	protein_coding	1	2	SRR3208865	SRR935448,SRR627621
ENST00000515688.5	ENSG00000250320.5	antisense	6	1	SRR970490,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976444	SRR1507056
ENST00000476878.1	ENSG00000154556.17	processed_transcript	2	1	SRR3208864,SRR3208897	SRR1803188
ENST00000586929.5	ENSG00000018869.16	protein_coding	2	1	SRR3208864,SRR3208871	SRR1042900
ENST00000562396.1	ENSG00000166669.13	retained_intron	6	5	SRR970490,SRR970561,SRR970588,SRR3208870,SRR3208897,SRR3208898	SRR1551155,SRR1562543,SRR935448,SRR1042900,SRR627620
ENST00000500537.2	ENSG00000247416.2	antisense	1	1	SRR3208870	SRR1042900
ENST00000454189.6	ENSG00000046653.14	protein_coding	20	7	SRX474113,SRR1551165,SRR1562539,SRR1562540,SRR1562541,SRR1562542,SRR1562543,GSE48933,SRX870805,SRR970538,SRR970561,SRR970588,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR935449,SRR931815,SRR403883,SRR1976445,SRR627621,SRR810100,SRR1758378
ENST00000589027.1	ENSG00000130244.12	retained_intron	1	1	SRR1562540	SRR1562541
ENST00000458603.1	ENSG00000116044.15	protein_coding	8	1	SRX474113,SRR1573939,SRX870805,SRR970490,SRR970565,SRR970588,SRR1758378,SRR3208870	SRR1507056
ENST00000575307.1	ENSG00000108924.13	processed_transcript	1	2	SRR1562540	SRX870805,SRR1507056
ENST00000514445.5	ENSG00000109743.10	protein_coding	1	9	SRR810100	SRR1562539,SRR1562541,SRX870805,SRR1042900,SRR1976444,SRR1976446,SRR1976447,SRR3130940,SRR3208898
ENST00000320982.3	ENSG00000133488.14	nonsense_mediated_decay	4	2	SRR403889,SRR970538,SRR970588,SRR3680967	SRR1562539,SRR3208885
ENST00000461247.1	ENSG00000044459.14	processed_transcript	1	1	SRR970538	SRR1042900
ENST00000395784.1	ENSG00000113441.15	processed_transcript	2	2	SRR970490,SRR1976447	SRR1173905,SRR1042900
ENST00000281321.3	ENSG00000151615.3	protein_coding	8	1	SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1630831
ENST00000521198.6	ENSG00000104205.12	protein_coding	27	1	SRX474113,SRR1803188,SRR1551165,SRR1562540,SRR935449,GSE48933,SRX870805,SRR403883,SRR1910735,SRR970538,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR1630831,SRR1758378,SRR1758379,SRR3208864,SRR3208870,SRR3208885,SRR3208898	SRR1562539
ENST00000527514.1	ENSG00000006534.15	protein_coding	8	9	SRR970565,SRR970588,SRR1976447,SRR810100,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRX474113,SRR1803147,SRR1803190,SRR1562539,SRR1562541,SRR1562543,GSE48933,SRX870804,SRR627620
ENST00000378434.8	ENSG00000139679.15	protein_coding	8	2	SRR1562540,SRR403889,SRR627625,SRR810100,SRR3208864,SRR3208870,SRR3208871,SRR3208898	SRR1173905,SRR1507056
ENST00000486902.5	ENSG00000160191.17	processed_transcript	15	2	SRX474113,SRR1551165,SRX870805,SRR1630831,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR970538,SRR970588
ENST00000553547.5	ENSG00000151320.10	protein_coding	2	1	SRR3208865,SRR3208870	SRR970588
ENST00000375095.2	ENSG00000181264.8	protein_coding	30	1	SRR1551155,SRR1562542,GSE48933,SRX870804,SRR403889,SRR970538,SRR970561,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR810100,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1042900
ENST00000484865.1	ENSG00000160216.18	retained_intron	3	1	SRR1976445,SRR1758378,SRR3208870	SRR1551155
ENST00000563261.5	ENSG00000260630.6	antisense	16	1	SRR1562540,SRR970565,SRR970588,SRR1976444,SRR1976445,SRR1976447,SRR627625,SRR3130941,SRR3208864,SRR3208865,SRR3208870,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680966	SRR627621
ENST00000546852.5	ENSG00000258240.5	lincRNA	2	5	SRR1976446,SRR1976448	SRR1551165,GSE48933,SRX870805,SRR1042900,SRR970561
ENST00000509231.1	ENSG00000184788.12	protein_coding	1	3	SRR3208885	SRR1562539,SRR1562542,SRX870805
ENST00000492633.5	ENSG00000134716.9	processed_transcript	7	2	SRR1803188,SRR1551155,SRR1562540,SRX870805,SRR970565,SRR3130940,SRR3130941	SRR1803153,SRR935449
ENST00000225964.9	ENSG00000108821.13	protein_coding	38	1	SRX474113,SRR1551165,SRR1551155,SRR1562541,SRR1562542,SRR1562543,SRR935448,SRR935449,GSE48933,SRR1573939,SRX870805,SRR403883,SRR403889,SRR1042900,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976445,SRR1976447,SRR627620,SRR627621,SRR627625,SRR810100,SRR3130940,SRR3130941,SRR1507056,SRR1758378,SRR1758379,SRR3208870,SRR3208871,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1976446
ENST00000621323.4	ENSG00000113448.16	processed_transcript	10	1	SRR970538,SRR970561,SRR970565,SRR970588,SRR3208865,SRR3208870,SRR3680966,SRR3680967,SRR3680968,SRR3680969	GSE48933
ENST00000594245.1	ENSG00000172687.13	protein_coding	12	1	SRR1803151,SRR935449,SRR970565,SRR1976443,SRR1976446,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208897,SRR3208898	SRR1042900
ENST00000260364.9	ENSG00000255346.9	protein_coding	2	1	SRR970565,SRR627625	SRR1562543
ENST00000479677.6	ENSG00000108602.17	retained_intron	13	2	SRR403883,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR3130940,SRR3130941,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1551155,SRR1562543
ENST00000517562.2	ENSG00000253250.2	protein_coding	21	4	SRX474113,SRR1551165,SRR935448,SRR935449,GSE48933,SRX870805,SRR970490,SRR970538,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR1630831,SRR1758378,SRR1758379	SRR1562541,SRR403889,SRR1042900,SRR3680967
ENST00000602535.1	ENSG00000203930.10	lincRNA	1	2	SRR403889	SRR627620,SRR627621
ENST00000374700.6	ENSG00000138356.13	protein_coding	26	1	SRR1551155,SRR935448,SRR935449,GSE48933,SRR1573939,SRR403883,SRR403889,SRR970538,SRR970565,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR810100,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRX870805
ENST00000489062.2	ENSG00000178031.15	retained_intron	1	1	SRR1976448	SRR1173905
ENST00000332408.8	ENSG00000185634.11	protein_coding	14	1	SRX870805,SRR403883,SRR403889,SRR970538,SRR970565,SRR970588,SRR1976443,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898	SRR1562539
ENST00000602391.1	ENSG00000085274.15	nonsense_mediated_decay	12	1	SRX474113,GSE48933,SRX870805,SRR970538,SRR970565,SRR970588,SRR1976444,SRR1976445,SRR1758378,SRR1758379,SRR3208864,SRR3208865	SRR1507056
ENST00000455774.1	ENSG00000224597.9	antisense	1	2	SRR810100	SRR627621,SRR1507056
ENST00000542820.5	ENSG00000179195.15	retained_intron	9	1	SRX870804,SRX870805,SRR970561,SRR1976443,SRR1976448,SRR810100,SRR1630831,SRR1507056,SRR3680968	SRR627620
ENST00000455663.5	ENSG00000129682.13	protein_coding	1	1	SRR3680969	SRR1042900
ENST00000248948.3	ENSG00000128218.7	protein_coding	4	5	SRR1803147,SRR1803151,SRR1803188,SRR1803190	SRR1551155,SRR1562541,SRR1562543,SRR935449,SRR1573939
ENST00000576655.5	ENSG00000261949.5	protein_coding	4	1	SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1042900
ENST00000336139.8	ENSG00000166261.10	protein_coding	35	1	SRX474113,SRR1803147,SRR1803151,SRR1803190,SRR1551155,SRR1562540,SRR1562542,GSE48933,SRR1573939,SRX870805,SRR970490,SRR970561,SRR970565,SRR1976443,SRR1976444,SRR1976446,SRR1976447,SRR1976448,SRR627621,SRR1630831,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680967,SRR3680968,SRR3680969	SRR1042900
ENST00000230658.11	ENSG00000016082.14	protein_coding	13	2	SRR1173905,SRX474113,SRR1551165,GSE48933,SRR970490,SRR970538,SRR970565,SRR970587,SRR970588,SRR3208864,SRR3208870,SRR3208897,SRR3208898	SRR1551155,SRR1562539
ENST00000395806.5	ENSG00000133030.19	protein_coding	2	1	SRR1573939,SRR810100	SRR627621
ENST00000360311.4	ENSG00000197385.5	protein_coding	3	2	SRR970561,SRR3680967,SRR3680969	SRR1173905,SRR1562539
ENST00000625477.1	ENSG00000281706.2	lincRNA	1	5	SRX870805	SRR1562540,SRR1562542,SRR1562543,SRR931815,SRR1042900
ENST00000621901.1	ENSG00000234456.7	antisense	2	1	SRX870805,SRR1976448	SRR1507056
ENST00000608489.1	ENSG00000272716.1	lincRNA	1	11	SRR970588	SRR1551165,SRR1562539,SRR1562540,SRR1562543,SRR935449,SRR931815,SRR1976446,SRR627620,SRR627621,SRR1758379,SRR3208897
ENST00000369872.3	ENSG00000143028.8	protein_coding	13	1	SRX474113,SRR1551155,SRR935448,GSE48933,SRX870804,SRX870805,SRR970588,SRR627625,SRR810100,SRR1507056,SRR3208870,SRR3680967,SRR3680968	SRR1562542
ENST00000256261.8	ENSG00000133878.8	protein_coding	12	2	SRR1562540,SRR1562541,SRR1562542,SRX870805,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1173905,SRR1042900
ENST00000522112.6	ENSG00000147676.13	protein_coding	2	1	SRX870805,SRR3208864	SRR1507056
ENST00000508657.5	ENSG00000146021.14	protein_coding	14	3	SRR1803151,SRR1803153,SRR1803188,SRR1803190,SRR1562540,SRR403889,SRR1976445,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898	SRR1173905,SRR627621,SRR810100
ENST00000297977.9	ENSG00000165259.13	protein_coding	30	2	SRR1173905,SRX474113,SRR1803147,SRR1803190,SRR1551155,SRR1562540,GSE48933,SRR403889,SRR970490,SRR970538,SRR970561,SRR970565,SRR970588,SRR1976443,SRR1976444,SRR1976446,SRR1976447,SRR627625,SRR810100,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRX870805,SRR1042900
ENST00000615285.4	ENSG00000149294.16	protein_coding	17	1	SRR1173905,SRX474113,SRR1551165,SRR1551155,SRR1562539,SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR931815,SRX870804,SRX870805,SRR3208864,SRR3208865,SRR3208870,SRR3208885,SRR3208897	SRR1042900
ENST00000418930.6	ENSG00000133740.10	protein_coding	44	1	SRX474113,SRR1803147,SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190,SRR1551165,SRR1562540,SRR1562542,GSE48933,SRR1573939,SRX870805,SRR403883,SRR403889,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR1630831,SRR3130940,SRR3130941,SRR1507056,SRR1758378,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680969	SRR1042900
ENST00000253188.8	ENSG00000130876.11	protein_coding	3	2	SRR1562540,SRR1562541,SRR3208898	SRR1042900,SRR3680966
ENST00000583843.5	ENSG00000146872.17	protein_coding	1	1	SRX870805	SRR1042900
ENST00000394588.3	ENSG00000197696.9	protein_coding	9	1	SRR935448,GSE48933,SRR3130941,SRR1758378,SRR1758379,SRR3208865,SRR3208885,SRR3208886,SRR3208898	SRR3680968
ENST00000244573.4	ENSG00000124610.4	protein_coding	4	3	SRR1803151,SRR935448,SRR935449,SRR1976446	SRR1976443,SRR3130940,SRR3208885
ENST00000605613.1	ENSG00000099260.10	retained_intron	1	2	SRR3680968	SRR1562539,SRR1562543
ENST00000595800.1	ENSG00000076944.14	retained_intron	6	2	SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190,SRR970538	SRR1562541,SRR3208865
ENST00000258411.7	ENSG00000135925.8	protein_coding	6	3	SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190,SRR931815	SRR1562541,SRR1562543,SRR970538
ENST00000265769.8	ENSG00000042980.12	protein_coding	5	1	SRR1803190,SRR1562540,SRR1562542,SRR1562543,SRR931815	SRR1173905
ENST00000370315.3	ENSG00000164430.15	protein_coding	19	4	SRR1551155,GSE48933,SRR931815,SRR403883,SRR403889,SRR970490,SRR970561,SRR970565,SRR970587,SRR970588,SRR627621,SRR810100,SRR3130940,SRR1758378,SRR1758379,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562539,SRR1562541,SRR1630831,SRR3208871
ENST00000564823.1	ENSG00000261606.5	retained_intron	1	1	SRR1562540	SRR1042900
ENST00000379692.8	ENSG00000173376.13	protein_coding	21	1	SRX474113,SRR1551165,SRR1562540,SRR1562543,SRR931815,SRX870805,SRR403883,SRR970538,SRR970565,SRR970587,SRR970588,SRR3130940,SRR3130941,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900
ENST00000538127.5	ENSG00000109466.13	protein_coding	4	1	SRR1551155,SRR1562540,SRR970588,SRR1976444	SRR1507056
ENST00000625783.2	ENSG00000179818.13	antisense	1	1	SRX870805	SRR1551155
ENST00000306010.7	ENSG00000170430.9	protein_coding	34	1	SRR1803151,SRR1803188,SRR1803190,SRR1551155,SRR1562540,SRR1562542,SRR935448,SRR935449,SRR931815,SRR403883,SRR403889,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR627625,SRR810100,SRR1630831,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1042900
ENST00000588728.5	ENSG00000173295.7	processed_transcript	1	4	SRR3208885	SRR1562539,SRR627620,SRR627621,SRR627625
ENST00000502996.5	ENSG00000092421.16	processed_transcript	1	1	SRR3208870	SRR1803151
ENST00000511335.5	ENSG00000146263.11	retained_intron	9	2	SRX474113,SRR1803188,SRX870805,SRR970490,SRR970538,SRR970565,SRR970588,SRR1976446,SRR1630831	SRR1562539,SRR1562543
ENST00000296978.3	ENSG00000164484.11	protein_coding	26	1	SRR1803147,SRR1803151,SRR1803153,SRR1803188,SRR1551155,SRR935448,GSE48933,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR810100,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1562543
ENST00000431162.6	ENSG00000168026.16	protein_coding	7	3	SRR1803147,SRR1803190,GSE48933,SRR970565,SRR627625,SRR1758379,SRR3208864	SRR1562539,SRR1562543,SRR1042900
ENST00000618834.1	ENSG00000204967.10	protein_coding	6	1	SRR1551155,SRR1562540,SRR3208870,SRR3208871,SRR3208885,SRR3208897	SRR1173905
ENST00000222462.2	ENSG00000002745.12	protein_coding	1	7	SRR1562540	SRR1803151,SRR1803153,SRR1562539,SRR1562543,SRR1042900,SRR1976443,SRR1976444
ENST00000395792.6	ENSG00000081051.7	protein_coding	2	1	SRR3208865,SRR3208897	SRR627621
ENST00000468020.1	ENSG00000109339.18	processed_transcript	7	4	SRR1562540,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1803190,SRR935448,SRR627625,SRR1630831
ENST00000421202.5	ENSG00000223745.7	lincRNA	2	3	SRR970538,SRR970565	SRR935449,SRR627620,SRR627621
ENST00000449075.1	ENSG00000226856.5	lincRNA	1	5	SRR970565	SRX474113,SRR1551165,SRR1551155,SRR1562540,SRR1562543
ENST00000471668.1	ENSG00000186487.17	processed_transcript	3	2	SRR1562540,SRR3208865,SRR3208885	SRR970538,SRR970565
ENST00000262888.7	ENSG00000104783.11	protein_coding	33	4	SRR1803147,SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190,SRR1551155,GSE48933,SRR1573939,SRR403883,SRR403889,SRR1042900,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR810100,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562540,SRR1562542,SRR931815,SRR3208897
ENST00000551271.5	ENSG00000251602.6	antisense	2	3	SRR970565,SRR3208885	SRR1562543,SRR627620,SRR627621
ENST00000461986.5	ENSG00000077254.14	retained_intron	14	1	SRR1803151,SRR1562540,SRR1562542,SRR1562543,GSE48933,SRX870804,SRR970587,SRR970588,SRR627625,SRR810100,SRR1758378,SRR3208865,SRR3208870,SRR3208898	SRR1507056
ENST00000548747.5	ENSG00000185664.14	protein_coding	20	1	SRX474113,SRR931815,SRX870804,SRX870805,SRR970587,SRR970588,SRR1976443,SRR1976445,SRR1976447,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208885,SRR3208897,SRR3208898,SRR3680966,SRR3680968,SRR3680969	SRR1562539
ENST00000500148.6	ENSG00000247572.7	antisense	17	3	SRR403889,SRR970490,SRR970538,SRR970565,SRR970588,SRR1976444,SRR1976445,SRR810100,SRR1507056,SRR1758378,SRR3208864,SRR3208865,SRR3208870,SRR3208886,SRR3208898,SRR3680966,SRR3680969	SRR1562539,SRR1042900,SRR627620
ENST00000443038.1	ENSG00000231312.6	antisense	1	1	SRR1562540	SRR627621
ENST00000542664.3	ENSG00000102468.10	protein_coding	6	1	SRR1562540,SRR1562541,SRR3208865,SRR3208885,SRR3208897,SRR3208898	SRX870805
